,date,bike_id,price,start_time,end_time,start_loc,end_loc
207,"July 11, 2022",68132,$0.00,10:32 AM,10:44 AM,Berkeley Civic Center,Ninth St at Heinz Ave
208,"July 8, 2022",77947,$0.00,2:08 PM,2:34 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
209,"July 8, 2022",77947,$0.00,11:11 AM,11:23 AM,Berkeley Civic Center,Ninth St at Heinz Ave
210,"July 6, 2022",460-6307,$0.00,1:48 PM,2:02 PM,Ninth St at Heinz Ave,Berkeley Civic Center
211,"July 6, 2022",67079,$0.00,10:47 AM,10:58 AM,Berkeley Civic Center,Ninth St at Heinz Ave
212,"July 6, 2022",16705,$0.00,10:46 AM,10:46 AM,Berkeley Civic Center,Berkeley Civic Center
213,"July 2, 2022",329-8460,$0.00,1:00 PM,1:13 PM,Ninth St at Heinz Ave,Berkeley Civic Center
214,"July 2, 2022",329-8460,$0.00,9:22 AM,9:35 AM,Haste St at Telegraph Ave,Ninth St at Heinz Ave
215,"July 1, 2022",459-4669,$0.00,9:43 AM,9:56 AM,Ninth St at Heinz Ave,Berkeley Civic Center
216,"July 1, 2022",459-4669,$0.00,8:23 AM,8:34 AM,Berkeley Civic Center,Ninth St at Heinz Ave
217,"June 20, 2022",14554,$0.00,8:24 PM,8:41 PM,Ninth St at Heinz Ave,Berkeley Civic Center
218,"June 20, 2022",77409,$0.00,6:39 PM,6:51 PM,Berkeley Civic Center,Ninth St at Heinz Ave
219,"June 18, 2022",331-5587,$0.00,12:37 PM,12:52 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
220,"June 18, 2022",331-5587,$0.00,10:08 AM,10:19 AM,Berkeley Civic Center,Ninth St at Heinz Ave
221,"June 17, 2022",331-5587,$0.00,8:20 PM,8:31 PM,Ninth St at Heinz Ave,Berkeley Civic Center
222,"June 17, 2022",331-5587,$0.00,6:45 PM,7:04 PM,Berkeley Civic Center,Ninth St at Heinz Ave
223,"June 15, 2022",558-9585,$0.00,12:43 PM,12:59 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
224,"June 15, 2022",558-9585,$0.00,10:05 AM,10:16 AM,Berkeley Civic Center,Ninth St at Heinz Ave
225,"June 13, 2022",17073,$0.00,4:29 PM,4:43 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
226,"June 13, 2022",17335,$0.00,2:17 PM,2:30 PM,Berkeley Civic Center,Ninth St at Heinz Ave
227,"June 10, 2022",17335,$0.00,2:58 PM,3:10 PM,Ninth St at Heinz Ave,Berkeley Civic Center
228,"June 10, 2022",17335,$0.00,1:46 PM,1:57 PM,Berkeley Civic Center,Ninth St at Heinz Ave
229,"June 8, 2022",16709,$0.00,12:37 PM,12:50 PM,Ninth St at Heinz Ave,Berkeley Civic Center
230,"June 8, 2022",16709,$0.00,10:13 AM,10:24 AM,Berkeley Civic Center,Ninth St at Heinz Ave
231,"June 4, 2022",17132,$0.00,5:13 PM,5:28 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
232,"June 4, 2022",427-6598,$0.00,3:24 PM,3:35 PM,Berkeley Civic Center,San Pablo Park
233,"June 3, 2022",67699,$0.00,8:49 PM,9:03 PM,Ninth St at Heinz Ave,Berkeley Civic Center
234,"June 3, 2022",276-7564,$0.00,6:51 PM,7:08 PM,Berkeley Civic Center,Ninth St at Parker St
235,"June 2, 2022",507-2848,$0.00,7:26 PM,7:38 PM,Pier 1/2 at The Embarcadero,Cyril Magnin St at Ellis St
236,"May 29, 2022",68458,$0.00,1:54 PM,2:12 PM,San Francisco Ferry Building (Harry Bridges Plaza),North Point St at Powell St
237,"May 28, 2022",16704,$0.00,4:12 PM,4:15 PM,Berkeley Civic Center,Fulton St at Bancroft Way
238,"May 25, 2022",67203,$3.50,12:40 PM,1:41 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
239,"May 25, 2022",20035,$0.00,9:54 AM,10:05 AM,Berkeley Civic Center,Ninth St at Heinz Ave
240,"May 22, 2022",10285,$0.00,9:36 PM,9:41 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
241,"May 22, 2022",17334,$0.00,2:48 PM,3:02 PM,Ninth St at Heinz Ave,Berkeley Civic Center
242,"May 22, 2022",17334,$0.00,10:12 AM,10:25 AM,Berkeley Civic Center,Ninth St at Heinz Ave
243,"May 21, 2022",16541,$0.00,6:32 AM,6:38 AM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
244,"May 20, 2022",16634,$0.00,9:38 AM,9:52 AM,Ninth St at Heinz Ave,Berkeley Civic Center
245,"May 20, 2022",16972,$0.00,9:36 AM,9:36 AM,Ninth St at Heinz Ave,Ninth St at Heinz Ave
246,"May 20, 2022",16634,$0.00,7:15 AM,7:26 AM,Berkeley Civic Center,Ninth St at Heinz Ave
247,"May 15, 2022",17256,$0.00,6:08 PM,6:10 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
248,"May 15, 2022",16511,$0.00,11:40 AM,11:43 AM,Channing Way at Shattuck Ave,Berkeley Civic Center
249,"May 15, 2022",331-5587,$0.00,10:16 AM,10:18 AM,Berkeley Civic Center,Channing Way at Shattuck Ave
250,"May 13, 2022",67191,$0.00,11:02 PM,11:07 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
251,"May 13, 2022",16713,$0.00,9:18 PM,9:21 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
252,"May 13, 2022",17338,$0.00,6:19 PM,6:32 PM,Ninth St at Heinz Ave,Berkeley Civic Center
253,"May 13, 2022",17338,$0.00,4:57 PM,5:08 PM,Berkeley Civic Center,Ninth St at Heinz Ave
254,"May 13, 2022",17338,$0.00,3:30 PM,3:33 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
255,"May 10, 2022",16662,$0.00,2:16 PM,2:31 PM,Ninth St at Heinz Ave,Berkeley Civic Center
256,"May 10, 2022",16647,$0.00,12:14 PM,12:24 PM,Berkeley Civic Center,Ninth St at Parker St
257,"May 9, 2022",16972,$0.00,2:10 PM,2:16 PM,Fulton St at Bancroft Way,MLK Jr Way at University Ave
258,"May 9, 2022",16972,$0.00,11:16 AM,11:20 AM,Berkeley Civic Center,Fulton St at Bancroft Way
259,"May 6, 2022",414-9548,$0.00,10:15 AM,10:27 AM,Berkeley Civic Center,Ninth St at Heinz Ave
260,"May 5, 2022",77915,$0.00,2:58 PM,3:04 PM,Fulton St at Bancroft Way,Berkeley Civic Center
261,"May 5, 2022",77915,$0.00,2:33 PM,2:39 PM,Downtown Berkeley BART,Fulton St at Bancroft Way
262,"May 4, 2022",414-9548,$0.00,10:08 PM,10:22 PM,Ninth St at Heinz Ave,Berkeley Civic Center
263,"May 4, 2022",414-9548,$0.00,8:11 PM,8:21 PM,Berkeley Civic Center,Ninth St at Heinz Ave
264,"May 2, 2022",11745,$0.00,8:12 PM,8:17 PM,Fulton St at Bancroft Way,MLK Jr Way at University Ave
265,"May 2, 2022",77599,$0.00,5:06 PM,5:09 PM,Berkeley Civic Center,Fulton St at Bancroft Way
266,"May 2, 2022",16647,$0.00,4:23 PM,4:39 PM,Ninth St at Heinz Ave,Berkeley Civic Center
267,"May 2, 2022",16663,$0.00,2:15 PM,2:27 PM,Berkeley Civic Center,Ninth St at Heinz Ave
268,"April 30, 2022",80435,$0.00,2:44 AM,2:46 AM,Channing Way at Shattuck Ave,Berkeley Civic Center
269,"April 29, 2022",728-1199,$0.00,7:44 PM,7:47 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
270,"April 29, 2022",728-1199,$0.00,6:28 PM,6:33 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
271,"April 29, 2022",16679,$0.00,5:19 PM,5:31 PM,Ninth St at Heinz Ave,Berkeley Civic Center
272,"April 29, 2022",16679,$0.00,3:20 PM,3:32 PM,Berkeley Civic Center,Ninth St at Heinz Ave
273,"April 27, 2022",833-8295,$0.00,12:15 PM,12:29 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
274,"April 27, 2022",16605,$0.00,9:40 AM,9:50 AM,Berkeley Civic Center,Ninth St at Heinz Ave
275,"April 27, 2022",16679,$0.00,12:54 AM,12:57 AM,Fulton St at Bancroft Way,Berkeley Civic Center
276,"April 26, 2022",16605,$0.00,10:22 PM,10:27 PM,Berkeley Civic Center,Berkeley Civic Center
277,"April 26, 2022",16605,$0.00,10:47 AM,11:01 AM,Ninth St at Heinz Ave,Berkeley Civic Center
278,"April 26, 2022",79396,$0.00,8:28 AM,8:40 AM,Berkeley Civic Center,Ninth St at Heinz Ave
279,"April 25, 2022",221-4021,$0.00,6:03 PM,6:07 PM,Berkeley Civic Center,Fulton St at Bancroft Way
280,"April 25, 2022",221-4021,$0.00,1:56 PM,2:11 PM,Ninth St at Heinz Ave,Berkeley Civic Center
281,"April 25, 2022",310-4817,$0.00,10:57 AM,11:07 AM,Berkeley Civic Center,Ninth St at Heinz Ave
282,"April 24, 2022",790-2679,$0.00,6:11 PM,6:20 PM,Bancroft Way at College Ave,MLK Jr Way at University Ave
283,"April 23, 2022",17243,$0.00,12:01 PM,12:17 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
284,"April 23, 2022",17243,$0.00,10:04 AM,10:15 AM,Berkeley Civic Center,Ninth St at Heinz Ave
285,"April 22, 2022",17243,$0.00,1:05 PM,1:19 PM,Ninth St at Heinz Ave,Berkeley Civic Center
286,"April 22, 2022",17243,$0.00,9:50 AM,10:01 AM,Berkeley Civic Center,Ninth St at Heinz Ave
287,"April 21, 2022",17147,$0.00,12:42 PM,1:04 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
288,"April 21, 2022",17312,$0.00,10:48 AM,11:04 AM,Berkeley Civic Center,Ninth St at Parker St
289,"April 20, 2022",17312,$0.00,3:04 PM,3:17 PM,Ninth St at Heinz Ave,Berkeley Civic Center
290,"April 20, 2022",17312,$0.00,12:36 PM,12:47 PM,Berkeley Civic Center,Ninth St at Heinz Ave
291,"April 19, 2022",75534,$0.00,11:56 AM,12:10 PM,Ninth St at Heinz Ave,Berkeley Civic Center
292,"April 19, 2022",75534,$0.00,9:59 AM,10:10 AM,Berkeley Civic Center,Ninth St at Heinz Ave
293,"April 18, 2022",17243,$0.00,10:48 AM,11:00 AM,Ninth St at Heinz Ave,Berkeley Civic Center
294,"April 18, 2022",17243,$0.00,7:52 AM,8:02 AM,Berkeley Civic Center,Ninth St at Heinz Ave
295,"April 16, 2022",17312,$0.00,5:37 PM,5:41 PM,Fulton St at Bancroft Way,Berkeley Civic Center
296,"April 16, 2022",619-6828,$0.00,3:08 PM,3:11 PM,Berkeley Civic Center,Fulton St at Bancroft Way
297,"April 16, 2022",619-6828,$0.00,11:55 AM,12:07 PM,Ninth St at Heinz Ave,Berkeley Civic Center
298,"April 16, 2022",619-6828,$0.00,10:04 AM,10:15 AM,Berkeley Civic Center,Ninth St at Heinz Ave
299,"April 15, 2022",704-7210,$0.00,3:46 PM,4:05 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
300,"April 15, 2022",704-7210,$0.00,2:24 PM,2:35 PM,Berkeley Civic Center,Ninth St at Heinz Ave
301,"April 14, 2022",17109,$0.00,9:00 AM,9:08 AM,Berkeley Civic Center,Ninth St at Parker St
302,"April 13, 2022",17109,$0.00,9:04 PM,9:09 PM,Fulton St at Bancroft Way,Berkeley Civic Center
303,"April 13, 2022",17109,$0.00,6:07 PM,6:10 PM,Berkeley Civic Center,Fulton St at Bancroft Way
304,"April 11, 2022",17301,$0.00,6:22 PM,6:37 PM,Ninth St at Heinz Ave,Berkeley Civic Center
305,"April 11, 2022",17301,$0.00,4:32 PM,4:45 PM,Berkeley Civic Center,Ninth St at Heinz Ave
306,"April 10, 2022",10816,$0.00,5:43 PM,5:48 PM,Fulton St at Bancroft Way,Berkeley Civic Center
307,"April 10, 2022",16543,$0.00,1:53 PM,1:56 PM,Berkeley Civic Center,Fulton St at Bancroft Way
308,"April 8, 2022",16620,$0.00,10:39 AM,10:51 AM,Ninth St at Heinz Ave,Berkeley Civic Center
309,"April 8, 2022",16620,$0.00,8:14 AM,8:25 AM,Berkeley Civic Center,Ninth St at Heinz Ave
310,"April 6, 2022",16727,$0.00,10:12 PM,10:25 PM,Ninth St at Heinz Ave,Berkeley Civic Center
311,"April 6, 2022",16727,$0.00,7:59 PM,8:09 PM,Fulton St at Bancroft Way,Ninth St at Heinz Ave
312,"April 6, 2022",16727,$0.00,6:18 PM,6:22 PM,Berkeley Civic Center,Fulton St at Bancroft Way
313,"April 5, 2022",75766,$0.00,9:36 AM,9:46 AM,Berkeley Civic Center,Ninth St at Heinz Ave
314,"April 4, 2022",75766,$0.00,1:20 PM,1:35 PM,Ninth St at Heinz Ave,Berkeley Civic Center
315,"April 4, 2022",16539,$0.00,10:29 AM,10:40 AM,Berkeley Civic Center,Ninth St at Heinz Ave
316,"April 2, 2022",67699,$0.00,2:02 PM,2:16 PM,Ninth St at Heinz Ave,Berkeley Civic Center
317,"April 2, 2022",67699,$0.00,11:53 AM,12:05 PM,Berkeley Civic Center,Ninth St at Heinz Ave
318,"April 1, 2022",16784,$0.00,10:59 AM,11:16 AM,Ninth St at Heinz Ave,Berkeley Civic Center
319,"April 1, 2022",16784,$0.00,8:12 AM,8:22 AM,Berkeley Civic Center,Ninth St at Heinz Ave
320,"April 1, 2022",14451,$0.00,8:11 AM,8:11 AM,Berkeley Civic Center,Berkeley Civic Center
321,"March 30, 2022",80844,$0.00,8:14 PM,8:24 PM,Fulton St at Bancroft Way,Berkeley Civic Center
322,"March 30, 2022",80844,$0.00,6:04 PM,6:07 PM,Berkeley Civic Center,Fulton St at Bancroft Way
323,"March 29, 2022",17127,$0.00,10:13 AM,10:33 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
324,"March 29, 2022",17127,$0.00,8:12 AM,8:24 AM,Berkeley Civic Center,Ninth St at Heinz Ave
325,"March 11, 2022",668-2934,$0.00,10:12 AM,10:27 AM,Ninth St at Heinz Ave,Berkeley Civic Center
326,"March 11, 2022",16582,$0.00,7:48 AM,7:58 AM,Berkeley Civic Center,Ninth St at Heinz Ave
327,"March 10, 2022",17158,$0.00,6:45 PM,7:02 PM,Ninth St at Heinz Ave,Berkeley Civic Center
328,"March 10, 2022",17158,$0.00,4:49 PM,5:01 PM,Berkeley Civic Center,Ninth St at Heinz Ave
329,"March 9, 2022",17158,$0.00,8:19 PM,8:23 PM,Fulton St at Bancroft Way,Berkeley Civic Center
330,"March 9, 2022",16727,$0.00,5:51 PM,5:54 PM,Berkeley Civic Center,Fulton St at Bancroft Way
331,"March 6, 2022",16727,$0.00,10:43 PM,10:47 PM,Fulton St at Bancroft Way,Berkeley Civic Center
332,"March 6, 2022",16727,$0.00,7:03 PM,7:07 PM,Berkeley Civic Center,Fulton St at Bancroft Way
333,"March 5, 2022",17228,$0.00,11:53 AM,12:08 PM,Ninth St at Heinz Ave,Berkeley Civic Center
334,"March 5, 2022",17228,$0.00,10:01 AM,10:12 AM,Berkeley Civic Center,Ninth St at Heinz Ave
335,"March 4, 2022",17228,$0.00,10:59 PM,11:01 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
336,"March 4, 2022",80696,$0.00,8:28 PM,8:31 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
337,"March 4, 2022",80696,$0.00,11:58 AM,12:01 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
338,"March 3, 2022",68132,$0.00,11:55 AM,12:17 PM,Ninth St at Heinz Ave,Berkeley Civic Center
339,"March 3, 2022",16549,$0.00,10:14 AM,10:25 AM,Berkeley Civic Center,Ninth St at Heinz Ave
340,"March 2, 2022",16742,$0.00,11:53 AM,12:08 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
341,"March 2, 2022",67776,$0.00,9:10 AM,9:22 AM,Berkeley Civic Center,Ninth St at Heinz Ave
342,"March 1, 2022",16571,$0.00,10:52 PM,10:59 PM,Haste St at Telegraph Ave,Berkeley Civic Center
343,"February 27, 2022",,$0.00,6:01 PM,6:03 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
344,"February 27, 2022",,$0.00,2:58 PM,3:01 PM,Berkeley Civic Center,Fulton St at Bancroft Way
345,"February 27, 2022",,$0.00,12:03 PM,12:19 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
346,"February 27, 2022",,$0.00,10:06 AM,10:22 AM,Berkeley Civic Center,Ninth St at Heinz Ave
347,"February 26, 2022",,$0.00,3:14 PM,3:31 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
348,"February 26, 2022",,$0.00,12:10 PM,12:23 PM,Berkeley Civic Center,Ninth St at Heinz Ave
349,"February 24, 2022",,$0.00,11:28 AM,11:42 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
350,"February 24, 2022",,$0.00,9:12 AM,9:24 AM,Berkeley Civic Center,Ninth St at Heinz Ave
351,"February 24, 2022",,$0.00,9:11 AM,9:11 AM,Berkeley Civic Center,Berkeley Civic Center
352,"February 23, 2022",,$0.00,7:57 PM,8:04 PM,Bancroft Way at College Ave,Berkeley Civic Center
353,"February 22, 2022",,$0.00,9:32 PM,9:37 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
354,"February 22, 2022",,$0.00,2:36 PM,2:47 PM,Berkeley Civic Center,Ninth St at Heinz Ave
355,"February 21, 2022",,$0.00,11:16 PM,11:18 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
356,"February 21, 2022",,$0.00,2:34 PM,2:36 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
357,"February 19, 2022",,$0.00,8:06 AM,8:09 AM,Berkeley Civic Center,Channing Way at Shattuck Ave
358,"February 18, 2022",,$0.00,9:44 PM,9:49 PM,MLK Jr Way at University Ave,Channing Way at Shattuck Ave
359,"February 18, 2022",,$0.00,3:45 PM,3:49 PM,Fulton St at Bancroft Way,Berkeley Civic Center
360,"February 18, 2022",,$0.00,3:25 PM,3:28 PM,Berkeley Civic Center,Fulton St at Bancroft Way
361,"February 18, 2022",,$0.00,7:19 AM,7:30 AM,Berkeley Civic Center,Ninth St at Heinz Ave
362,"February 17, 2022",,$0.00,10:04 AM,10:23 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
363,"February 17, 2022",,$0.00,7:48 AM,7:59 AM,Berkeley Civic Center,Ninth St at Heinz Ave
364,"February 16, 2022",,$0.00,8:16 PM,8:23 PM,Bancroft Way at College Ave,MLK Jr Way at University Ave
365,"February 16, 2022",,$0.00,12:33 PM,12:44 PM,Berkeley Civic Center,Ninth St at Heinz Ave
366,"February 15, 2022",,$0.00,12:18 PM,12:33 PM,Ninth St at Heinz Ave,Berkeley Civic Center
367,"February 15, 2022",,$0.00,10:08 AM,10:19 AM,Berkeley Civic Center,Ninth St at Heinz Ave
368,"February 14, 2022",,$0.00,9:44 AM,9:57 AM,Ninth St at Heinz Ave,Berkeley Civic Center
369,"February 14, 2022",,$0.00,7:27 AM,7:37 AM,Berkeley Civic Center,Ninth St at Heinz Ave
370,"February 12, 2022",,$0.00,9:40 PM,9:45 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
371,"February 11, 2022",,$0.00,10:16 AM,10:29 AM,Ninth St at Heinz Ave,Berkeley Civic Center
372,"February 11, 2022",,$0.00,7:39 AM,7:50 AM,Berkeley Civic Center,Ninth St at Heinz Ave
373,"February 10, 2022",,$0.00,10:56 AM,11:14 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
374,"February 10, 2022",,$0.00,8:15 AM,8:25 AM,Berkeley Civic Center,Ninth St at Heinz Ave
375,"February 9, 2022",,$0.00,8:11 PM,8:17 PM,Bancroft Way at College Ave,Berkeley Civic Center
376,"February 9, 2022",,$0.00,6:06 PM,6:19 PM,Ninth St at Heinz Ave,Berkeley Civic Center
377,"February 9, 2022",,$0.00,4:54 PM,5:03 PM,Berkeley Civic Center,Ninth St at Heinz Ave
378,"February 8, 2022",,$0.00,4:00 PM,4:05 PM,Hearst Ave at Euclid Ave,Berkeley Civic Center
379,"February 8, 2022",,$0.00,11:35 AM,11:47 AM,Ninth St at Heinz Ave,Berkeley Civic Center
380,"February 8, 2022",,$0.00,10:04 AM,10:17 AM,Berkeley Civic Center,Ninth St at Heinz Ave
381,"February 4, 2022",,$0.00,12:38 PM,12:41 PM,Berkeley Civic Center,Fulton St at Bancroft Way
382,"February 4, 2022",,$0.00,11:24 AM,11:38 AM,Ninth St at Heinz Ave,Berkeley Civic Center
383,"February 4, 2022",,$0.00,9:17 AM,9:27 AM,Berkeley Civic Center,Ninth St at Heinz Ave
384,"February 3, 2022",,$0.00,5:23 PM,5:36 PM,Berkeley Civic Center,Ninth St at Parker St
385,"February 2, 2022",17239,$0.00,7:46 AM,7:57 AM,Berkeley Civic Center,Ninth St at Heinz Ave
386,"February 1, 2022",17047,$0.00,9:40 AM,9:52 AM,Ninth St at Parker St,Berkeley Civic Center
387,"February 1, 2022",68271,$0.00,9:36 AM,9:39 AM,Ninth St at Heinz Ave,Ninth St at Parker St
388,"February 1, 2022",77110,$0.00,9:35 AM,9:35 AM,Ninth St at Heinz Ave,Ninth St at Heinz Ave
389,"February 1, 2022",77576,$0.00,7:25 AM,7:37 AM,Berkeley Civic Center,Ninth St at Heinz Ave
390,"January 31, 2022",77277,$0.00,4:22 PM,4:27 PM,Hearst Ave at Euclid Ave,Berkeley Civic Center
391,"January 31, 2022",16728,$0.00,10:48 AM,10:51 AM,Berkeley Civic Center,Channing Way at Shattuck Ave
392,"January 31, 2022",17239,$0.00,9:51 AM,10:04 AM,Ninth St at Heinz Ave,Berkeley Civic Center
393,"January 31, 2022",17239,$0.00,7:36 AM,7:49 AM,Berkeley Civic Center,Ninth St at Heinz Ave
394,"January 30, 2022",16728,$0.00,6:48 PM,6:50 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
395,"January 30, 2022",11987,$0.00,3:17 PM,3:19 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
396,"January 29, 2022",17239,$0.00,3:57 PM,4:13 PM,Ninth St at Heinz Ave,Berkeley Civic Center
397,"January 29, 2022",77544,$0.00,1:26 PM,1:37 PM,Berkeley Civic Center,Ninth St at Heinz Ave
398,"January 28, 2022",77110,$0.00,1:09 PM,1:19 PM,Berkeley Civic Center,Ninth St at Heinz Ave
399,"January 27, 2022",16505,$0.00,11:37 AM,11:53 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
400,"January 27, 2022",16505,$0.00,9:31 AM,9:42 AM,Berkeley Civic Center,Ninth St at Heinz Ave
401,"January 26, 2022",16505,$0.00,8:30 PM,8:34 PM,Fulton St at Bancroft Way,Berkeley Civic Center
402,"January 26, 2022",16505,$0.00,8:21 PM,8:21 PM,Fulton St at Bancroft Way,Fulton St at Bancroft Way
403,"January 26, 2022",16505,$0.00,7:08 PM,7:11 PM,Berkeley Civic Center,Fulton St at Bancroft Way
404,"January 26, 2022",17281,$0.00,3:07 PM,3:22 PM,Ninth St at Heinz Ave,Berkeley Civic Center
405,"January 26, 2022",17281,$0.00,12:55 PM,1:08 PM,Berkeley Civic Center,Ninth St at Heinz Ave
406,"January 25, 2022",68386,$0.00,9:23 PM,9:27 PM,Fulton St at Bancroft Way,Berkeley Civic Center
407,"January 25, 2022",17201,$0.00,6:49 PM,6:52 PM,Berkeley Civic Center,Fulton St at Bancroft Way
408,"January 25, 2022",17044,$0.00,3:47 PM,3:52 PM,Fulton St at Bancroft Way,MLK Jr Way at University Ave
409,"January 25, 2022",78645,$0.00,3:32 PM,3:35 PM,Berkeley Civic Center,Fulton St at Bancroft Way
410,"January 24, 2022",17201,$0.00,3:49 PM,4:04 PM,Ninth St at Heinz Ave,Berkeley Civic Center
411,"January 24, 2022",80696,$0.00,1:57 PM,2:08 PM,Berkeley Civic Center,Ninth St at Heinz Ave
412,"January 23, 2022",15065,$0.00,1:37 PM,1:48 PM,Berkeley Civic Center,Ninth St at Heinz Ave
413,"January 20, 2022",11941,$0.00,11:57 AM,12:01 PM,Fulton St at Bancroft Way,Berkeley Civic Center
414,"January 20, 2022",67699,$0.00,11:44 AM,11:47 AM,Berkeley Civic Center,Fulton St at Bancroft Way
415,"January 19, 2022",80696,$0.00,10:39 AM,10:52 AM,Ninth St at Heinz Ave,Berkeley Civic Center
416,"January 19, 2022",17132,$0.00,8:37 AM,8:46 AM,Berkeley Civic Center,Ninth St at Parker St
417,"January 18, 2022",17132,$0.00,5:37 PM,5:49 PM,Ninth St at Heinz Ave,Berkeley Civic Center
418,"January 18, 2022",16726,$0.00,3:51 PM,4:03 PM,Berkeley Civic Center,Ninth St at Parker St
419,"January 14, 2022",13586,$0.00,4:02 PM,4:05 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
420,"January 14, 2022",16728,$0.00,9:32 AM,9:46 AM,Berkeley Civic Center,Ninth St at Heinz Ave
421,"January 12, 2022",16728,$0.00,12:38 PM,1:00 PM,Ninth St at Heinz Ave,Berkeley Civic Center
422,"January 12, 2022",16728,$0.00,10:31 AM,10:42 AM,Berkeley Civic Center,Ninth St at Heinz Ave
423,"January 11, 2022",17199,$0.00,1:00 PM,1:14 PM,Ninth St at Heinz Ave,Berkeley Civic Center
424,"January 11, 2022",17199,$0.00,10:08 AM,10:18 AM,Berkeley Civic Center,Ninth St at Heinz Ave
425,"January 10, 2022",12638,$0.00,1:26 PM,1:41 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
426,"January 10, 2022",12638,$0.00,11:14 AM,11:24 AM,Berkeley Civic Center,Ninth St at Heinz Ave
427,"January 8, 2022",17044,$0.00,12:42 PM,12:54 PM,Ninth St at Heinz Ave,Berkeley Civic Center
428,"January 8, 2022",80117,$0.00,10:56 AM,11:06 AM,Berkeley Civic Center,Ninth St at Heinz Ave
