,date,bike_id,price,start_time,end_time,start_loc,end_loc
429,"January 7, 2022",80696,$0.00,11:45 AM,11:59 AM,Berkeley Civic Center,Ninth St at Heinz Ave
430,"January 5, 2022",16597,$0.00,3:30 PM,3:50 PM,Ninth St at Heinz Ave,Berkeley Civic Center
431,"January 5, 2022",10257,$0.00,1:31 PM,1:40 PM,Berkeley Civic Center,Ninth St at Heinz Ave
432,"December 18, 2021",17206,$3.28,3:00 PM,3:03 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
433,"December 18, 2021",14554,$3.28,12:15 PM,12:17 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
434,"December 18, 2021",14554,$3.28,3:09 AM,3:11 AM,Channing Way at Shattuck Ave,Berkeley Civic Center
435,"December 17, 2021",12841,$3.28,11:30 PM,11:32 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
436,"December 16, 2021",80629,$3.28,11:21 PM,11:26 PM,Hearst Ave at Euclid Ave,Berkeley Civic Center
437,"December 14, 2021",17217,$3.28,6:27 PM,6:33 PM,Bancroft Way at College Ave,Berkeley Civic Center
438,"December 13, 2021",81217,$3.28,11:34 AM,11:45 AM,Berkeley Civic Center,Ninth St at Heinz Ave
439,"December 10, 2021",17245,$0.00,4:48 PM,5:04 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
440,"December 10, 2021",77004,$0.00,2:20 PM,2:29 PM,Berkeley Civic Center,Ninth St at Heinz Ave
441,"December 8, 2021",17245,$0.00,5:46 PM,6:01 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
442,"December 8, 2021",79922,$0.00,3:39 PM,3:51 PM,Berkeley Civic Center,Ninth St at Heinz Ave
443,"December 7, 2021",17271,$0.00,11:30 AM,11:33 AM,Berkeley Civic Center,Fulton St at Bancroft Way
444,"December 7, 2021",77110,$0.00,9:44 AM,10:00 AM,Ninth St at Heinz Ave,Berkeley Civic Center
445,"December 7, 2021",77110,$0.00,7:54 AM,8:05 AM,Berkeley Civic Center,Ninth St at Heinz Ave
446,"December 6, 2021",16652,$0.00,11:42 AM,11:55 AM,Ninth St at Heinz Ave,Berkeley Civic Center
447,"December 6, 2021",16652,$0.00,9:52 AM,10:03 AM,Berkeley Civic Center,Ninth St at Heinz Ave
448,"December 5, 2021",17338,$0.00,3:26 PM,3:30 PM,Fulton St at Bancroft Way,Berkeley Civic Center
449,"December 3, 2021",12849,$0.00,3:01 PM,3:14 PM,Ninth St at Heinz Ave,Berkeley Civic Center
450,"December 3, 2021",17325,$0.00,1:25 PM,1:37 PM,Berkeley Civic Center,Ninth St at Heinz Ave
451,"December 2, 2021",77110,$0.00,3:37 PM,3:47 PM,Berkeley Civic Center,Ninth St at Heinz Ave
452,"December 2, 2021",14466,$0.00,9:34 AM,9:40 AM,Bancroft Way at College Ave,Berkeley Civic Center
453,"November 30, 2021",14613,$0.00,4:28 PM,4:41 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
454,"November 30, 2021",80473,$0.00,2:56 PM,3:06 PM,Berkeley Civic Center,Ninth St at Heinz Ave
455,"November 29, 2021",79922,$0.00,7:45 PM,7:49 PM,Fulton St at Bancroft Way,Berkeley Civic Center
456,"November 29, 2021",79922,$0.00,5:32 PM,5:35 PM,Berkeley Civic Center,Fulton St at Bancroft Way
457,"November 23, 2021",17245,$0.00,12:59 PM,1:08 PM,10th St at University Ave,MLK Jr Way at University Ave
458,"November 23, 2021",80083,$0.00,12:58 PM,12:58 PM,10th St at University Ave,10th St at University Ave
459,"November 23, 2021",12346,$0.00,12:26 PM,12:57 PM,Ninth St at Heinz Ave,10th St at University Ave
460,"November 23, 2021",12346,$0.00,9:22 AM,9:33 AM,Berkeley Civic Center,Ninth St at Heinz Ave
461,"November 22, 2021",13215,$0.00,7:52 PM,7:56 PM,Fulton St at Bancroft Way,Berkeley Civic Center
462,"November 22, 2021",67784,$0.00,5:28 PM,5:32 PM,Downtown Berkeley BART,Fulton St at Bancroft Way
463,"November 22, 2021",78189,$0.00,2:01 PM,2:14 PM,Ninth St at Heinz Ave,Berkeley Civic Center
464,"November 22, 2021",12041,$0.00,12:24 PM,12:36 PM,Berkeley Civic Center,Ninth St at Heinz Ave
465,"November 21, 2021",68066,$0.00,3:58 PM,4:11 PM,Ninth St at Heinz Ave,Berkeley Civic Center
466,"November 21, 2021",13816,$0.00,3:04 PM,3:15 PM,Berkeley Civic Center,Ninth St at Heinz Ave
467,"November 21, 2021",12041,$0.00,12:13 AM,12:16 AM,Fulton St at Bancroft Way,Berkeley Civic Center
468,"November 20, 2021",13816,$0.00,6:55 PM,7:00 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
469,"November 20, 2021",20180,$0.00,4:36 PM,4:39 PM,Berkeley Civic Center,Fulton St at Bancroft Way
470,"November 19, 2021",17044,$0.00,2:54 PM,3:06 PM,Ninth St at Heinz Ave,Berkeley Civic Center
471,"November 19, 2021",10435,$0.00,1:07 PM,1:17 PM,Berkeley Civic Center,Ninth St at Heinz Ave
472,"November 18, 2021",17206,$0.00,8:30 PM,8:35 PM,Fulton St at Bancroft Way,Berkeley Civic Center
473,"November 18, 2021",17206,$0.00,5:35 PM,5:38 PM,Berkeley Civic Center,Fulton St at Bancroft Way
474,"November 17, 2021",12346,$0.00,8:08 PM,8:19 PM,Berkeley Civic Center,Berkeley Civic Center
475,"November 17, 2021",12346,$0.00,7:38 PM,7:42 PM,Fulton St at Bancroft Way,Berkeley Civic Center
476,"November 17, 2021",12346,$0.00,6:04 PM,6:07 PM,Berkeley Civic Center,Fulton St at Bancroft Way
477,"November 17, 2021",12346,$0.00,1:10 PM,1:25 PM,Ninth St at Heinz Ave,Berkeley Civic Center
478,"November 17, 2021",80521,$0.00,11:26 AM,11:28 AM,Ninth St at Parker St,Ninth St at Heinz Ave
479,"November 17, 2021",78581,$0.00,11:14 AM,11:24 AM,Berkeley Civic Center,Ninth St at Parker St
480,"November 16, 2021",17228,$0.00,6:32 PM,6:54 PM,Berkeley Civic Center,MLK Jr Way at University Ave
481,"November 15, 2021",77299,$0.00,8:05 PM,8:10 PM,Fulton St at Bancroft Way,Berkeley Civic Center
482,"November 15, 2021",77299,$0.00,5:22 PM,5:25 PM,Berkeley Civic Center,Fulton St at Bancroft Way
483,"November 15, 2021",68241,$0.00,1:44 PM,1:57 PM,Ninth St at Heinz Ave,Berkeley Civic Center
484,"November 15, 2021",78053,$0.00,12:05 PM,12:14 PM,Berkeley Civic Center,Ninth St at Heinz Ave
485,"November 14, 2021",13567,$0.00,11:32 AM,11:52 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
486,"November 14, 2021",13567,$0.00,9:58 AM,10:08 AM,Berkeley Civic Center,Ninth St at Heinz Ave
487,"November 13, 2021",68302,$0.00,7:17 PM,7:23 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
488,"November 12, 2021",16549,$0.00,1:11 PM,1:24 PM,Ninth St at Heinz Ave,Berkeley Civic Center
489,"November 12, 2021",12556,$0.00,11:05 AM,11:16 AM,Berkeley Civic Center,Ninth St at Heinz Ave
490,"November 11, 2021",16532,$0.00,12:56 PM,1:08 PM,Ninth St at Heinz Ave,Berkeley Civic Center
491,"November 11, 2021",16532,$0.00,10:56 AM,11:06 AM,Berkeley Civic Center,Ninth St at Heinz Ave
492,"November 10, 2021",79531,$0.00,8:07 PM,8:10 PM,Fulton St at Bancroft Way,Berkeley Civic Center
493,"November 10, 2021",79531,$0.00,6:02 PM,6:06 PM,Berkeley Civic Center,Fulton St at Bancroft Way
494,"November 10, 2021",12198,$0.00,11:05 AM,11:13 AM,Bancroft Way at College Ave,MLK Jr Way at University Ave
495,"November 10, 2021",80513,$0.00,10:07 AM,10:21 AM,Ninth St at Heinz Ave,Fulton St at Bancroft Way
496,"November 10, 2021",80513,$0.00,8:21 AM,8:32 AM,Berkeley Civic Center,Ninth St at Heinz Ave
497,"November 9, 2021",79531,$0.00,3:54 PM,3:59 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
498,"November 9, 2021",12893,$0.00,9:34 AM,9:42 AM,Bancroft Way at College Ave,Berkeley Civic Center
499,"November 8, 2021",10876,$0.00,7:09 PM,7:12 PM,Fulton St at Bancroft Way,Berkeley Civic Center
500,"November 8, 2021",10876,$0.00,5:09 PM,5:13 PM,Berkeley Civic Center,Fulton St at Bancroft Way
501,"November 8, 2021",17061,$0.00,11:12 AM,11:25 AM,Ninth St at Heinz Ave,Berkeley Civic Center
502,"November 8, 2021",17061,$0.00,9:20 AM,9:30 AM,Berkeley Civic Center,Ninth St at Heinz Ave
503,"November 5, 2021",81274,$0.00,4:39 PM,4:43 PM,Berkeley Civic Center,Fulton St at Bancroft Way
504,"November 5, 2021",81274,$0.00,12:51 PM,1:12 PM,Ninth St at Heinz Ave,Berkeley Civic Center
505,"November 5, 2021",80521,$0.00,11:01 AM,11:12 AM,Berkeley Civic Center,Ninth St at Parker St
506,"November 4, 2021",13776,$0.00,9:31 AM,9:38 AM,Bancroft Way at College Ave,Berkeley Civic Center
507,"November 3, 2021",80024,$0.00,6:34 PM,6:37 PM,Berkeley Civic Center,Fulton St at Bancroft Way
508,"November 3, 2021",17225,$0.00,10:47 AM,10:59 AM,Ninth St at Heinz Ave,Berkeley Civic Center
509,"November 3, 2021",81274,$0.00,9:03 AM,9:13 AM,Berkeley Civic Center,Ninth St at Heinz Ave
510,"October 30, 2021",12980,$0.00,11:42 AM,11:45 AM,Berkeley Civic Center,Fulton St at Bancroft Way
511,"October 29, 2021",12980,$0.00,11:35 PM,11:39 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
512,"October 29, 2021",12086,$0.00,9:45 PM,9:48 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
513,"October 29, 2021",13776,$0.00,10:12 AM,10:25 AM,Ninth St at Heinz Ave,Berkeley Civic Center
514,"October 29, 2021",13776,$0.00,7:54 AM,8:05 AM,Berkeley Civic Center,Ninth St at Heinz Ave
515,"October 27, 2021",77564,$0.00,6:18 PM,6:23 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
516,"October 27, 2021",80521,$0.00,10:50 AM,11:04 AM,Ninth St at Heinz Ave,Berkeley Civic Center
517,"October 27, 2021",13595,$0.00,8:35 AM,8:46 AM,Berkeley Civic Center,Ninth St at Heinz Ave
518,"October 25, 2021",67536,$0.00,9:15 PM,9:20 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
519,"October 25, 2021",13776,$0.00,11:11 AM,11:23 AM,Ninth St at Heinz Ave,Berkeley Civic Center
520,"October 25, 2021",80521,$0.00,9:21 AM,9:32 AM,Berkeley Civic Center,Ninth St at Heinz Ave
521,"October 24, 2021",16537,$0.00,5:10 PM,5:35 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
522,"October 24, 2021",79327,$0.00,4:12 PM,4:23 PM,Channing Way at Shattuck Ave,Ninth St at Heinz Ave
523,"October 23, 2021",13595,$0.00,1:17 AM,1:19 AM,Channing Way at Shattuck Ave,Berkeley Civic Center
524,"October 22, 2021",17325,$0.00,11:52 AM,12:05 PM,Ninth St at Heinz Ave,Berkeley Civic Center
525,"October 22, 2021",77330,$0.00,9:32 AM,9:48 AM,MLK Jr Way at University Ave,Ninth St at Heinz Ave
526,"October 21, 2021",80340,$0.00,9:35 AM,9:46 AM,Bancroft Way at College Ave,MLK Jr Way at University Ave
527,"October 20, 2021",77211,$0.00,9:19 PM,9:23 PM,Fulton St at Bancroft Way,Berkeley Civic Center
528,"October 20, 2021",77211,$0.00,6:07 PM,6:11 PM,Berkeley Civic Center,Fulton St at Bancroft Way
529,"October 20, 2021",77211,$0.00,3:06 PM,3:11 PM,Hearst Ave at Euclid Ave,Berkeley Civic Center
530,"October 20, 2021",77599,$0.00,11:27 AM,11:41 AM,Ninth St at Heinz Ave,Berkeley Civic Center
531,"October 20, 2021",77599,$0.00,10:02 AM,10:12 AM,Berkeley Civic Center,Ninth St at Heinz Ave
532,"October 19, 2021",77599,$0.00,3:47 PM,4:31 PM,Ninth St at Heinz Ave,Berkeley Civic Center
533,"October 19, 2021",77599,$0.00,1:41 PM,1:51 PM,Berkeley Civic Center,Ninth St at Heinz Ave
534,"October 18, 2021",17217,$0.00,6:01 PM,6:13 PM,Ninth St at Heinz Ave,Berkeley Civic Center
535,"October 18, 2021",16605,$0.00,4:17 PM,4:27 PM,Berkeley Civic Center,Ninth St at Heinz Ave
536,"October 17, 2021",68042,$0.00,2:51 AM,2:53 AM,Channing Way at Shattuck Ave,Berkeley Civic Center
537,"October 16, 2021",12346,$0.00,10:18 PM,10:21 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
538,"October 15, 2021",17076,$0.00,10:28 AM,10:41 AM,Ninth St at Heinz Ave,Berkeley Civic Center
539,"October 15, 2021",80122,$0.00,7:26 AM,7:34 AM,Berkeley Civic Center,San Pablo Park
540,"October 13, 2021",17310,$0.00,9:48 AM,10:00 AM,Ninth St at Heinz Ave,Berkeley Civic Center
541,"October 13, 2021",78087,$0.00,7:34 AM,7:43 AM,Berkeley Civic Center,Ninth St at Parker St
542,"October 11, 2021",17246,$0.00,10:20 AM,10:34 AM,Ninth St at Heinz Ave,Berkeley Civic Center
543,"October 11, 2021",11505,$0.00,7:12 AM,7:19 AM,Channing Way at Shattuck Ave,Channing Way at San Pablo Ave
544,"October 9, 2021",17259,$0.00,2:11 PM,2:33 PM,Ninth St at Heinz Ave,Channing Way at Shattuck Ave
545,"October 8, 2021",16998,$0.00,11:49 AM,12:03 PM,Ninth St at Heinz Ave,Berkeley Civic Center
546,"October 8, 2021",17186,$0.00,8:06 AM,8:16 AM,Berkeley Civic Center,San Pablo Park
547,"October 8, 2021",17314,$0.00,8:05 AM,8:05 AM,Berkeley Civic Center,Berkeley Civic Center
548,"October 6, 2021",17315,$0.00,8:20 PM,8:23 PM,Fulton St at Bancroft Way,Berkeley Civic Center
549,"October 6, 2021",67964,$0.00,5:58 PM,6:00 PM,Berkeley Civic Center,Fulton St at Bancroft Way
550,"October 6, 2021",67964,$0.00,10:47 AM,11:00 AM,Ninth St at Heinz Ave,Berkeley Civic Center
551,"October 6, 2021",16666,$0.00,8:20 AM,8:31 AM,Berkeley Civic Center,Ninth St at Heinz Ave
552,"October 3, 2021",16571,$0.00,4:49 PM,5:15 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
553,"October 3, 2021",16571,$0.00,2:34 PM,2:44 PM,Berkeley Civic Center,Ninth St at Heinz Ave
554,"October 1, 2021",17044,$0.00,11:06 PM,11:14 PM,Bancroft Way at College Ave,Berkeley Civic Center
555,"October 1, 2021",17336,$0.00,6:42 PM,6:47 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
556,"October 1, 2021",16571,$0.00,4:29 PM,4:46 PM,Ninth St at Heinz Ave,Addison St at Fourth St
557,"October 1, 2021",16998,$0.00,10:33 AM,10:46 AM,Ninth St at Heinz Ave,Berkeley Civic Center
558,"October 1, 2021",77488,$0.00,10:32 AM,10:32 AM,Ninth St at Heinz Ave,Ninth St at Heinz Ave
559,"October 1, 2021",16571,$0.00,8:46 AM,8:56 AM,Berkeley Civic Center,Ninth St at Heinz Ave
560,"September 29, 2021",68380,$0.00,9:34 AM,9:47 AM,Ninth St at Heinz Ave,Berkeley Civic Center
561,"September 29, 2021",81135,$0.00,7:39 AM,7:51 AM,Berkeley Civic Center,Ninth St at Heinz Ave
562,"September 25, 2021",11987,$0.00,5:14 PM,5:27 PM,Ninth St at Heinz Ave,Berkeley Civic Center
563,"September 25, 2021",11987,$0.00,2:16 PM,2:26 PM,Berkeley Civic Center,Ninth St at Heinz Ave
564,"September 24, 2021",67564,$0.00,9:21 AM,9:36 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
565,"September 24, 2021",79185,$0.00,7:16 AM,7:26 AM,Berkeley Civic Center,Ninth St at Heinz Ave
566,"September 23, 2021",67071,$0.00,5:22 PM,5:27 PM,Hearst Ave at Euclid Ave,Fulton St at Bancroft Way
567,"September 22, 2021",12347,$0.00,9:37 AM,9:50 AM,Ninth St at Heinz Ave,Berkeley Civic Center
568,"September 22, 2021",12347,$0.00,7:33 AM,7:44 AM,Berkeley Civic Center,Ninth St at Heinz Ave
569,"September 21, 2021",67318,$0.00,11:26 AM,11:32 AM,Bancroft Way at Telegraph Ave,MLK Jr Way at University Ave
570,"September 20, 2021",80280,$0.00,9:34 AM,9:49 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
571,"September 20, 2021",80280,$0.00,8:00 AM,8:10 AM,Berkeley Civic Center,Ninth St at Heinz Ave
572,"September 17, 2021",67071,$0.00,6:45 PM,6:51 PM,Bancroft Way at College Ave,Berkeley Civic Center
573,"September 17, 2021",79321,$0.00,9:41 AM,9:56 AM,Ninth St at Heinz Ave,Berkeley Civic Center
574,"September 17, 2021",67237,$0.00,7:34 AM,7:45 AM,Berkeley Civic Center,Ninth St at Heinz Ave
575,"September 16, 2021",68361,$0.00,2:17 PM,2:25 PM,Berkeley Civic Center,Hearst Ave at Euclid Ave
576,"September 16, 2021",79489,$0.00,11:49 AM,11:53 AM,Hearst Ave at Euclid Ave,MLK Jr Way at University Ave
577,"September 15, 2021",12448,$0.00,9:39 AM,9:51 AM,Ninth St at Heinz Ave,Berkeley Civic Center
578,"September 15, 2021",12448,$0.00,9:24 AM,9:26 AM,Ninth St at Heinz Ave,Ninth St at Heinz Ave
579,"September 15, 2021",12448,$0.00,7:17 AM,7:27 AM,Berkeley Civic Center,Ninth St at Heinz Ave
580,"September 13, 2021",12448,$0.00,9:43 AM,9:57 AM,Ninth St at Heinz Ave,Berkeley Civic Center
581,"September 13, 2021",12448,$0.00,7:52 AM,8:02 AM,Berkeley Civic Center,Ninth St at Heinz Ave
582,"September 12, 2021",12448,$0.00,11:29 PM,11:31 PM,Channing Way at Shattuck Ave,Berkeley Civic Center
583,"September 12, 2021",12448,$0.00,9:39 PM,9:41 PM,Berkeley Civic Center,Channing Way at Shattuck Ave
584,"September 11, 2021",68188,$0.00,1:05 PM,1:34 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
585,"September 11, 2021",10831,$0.00,11:24 AM,11:36 AM,Berkeley Civic Center,Ninth St at Heinz Ave
586,"September 10, 2021",77224,$0.00,11:41 AM,11:46 AM,Hearst Ave at Euclid Ave,Berkeley Civic Center
587,"September 8, 2021",11328,$0.00,7:27 AM,7:32 AM,Berkeley Civic Center,Parker St at Fulton St
588,"September 6, 2021",13776,$0.00,1:16 PM,1:30 PM,Ninth St at Heinz Ave,Berkeley Civic Center
589,"September 6, 2021",13776,$0.00,11:07 AM,11:18 AM,Berkeley Civic Center,Ninth St at Heinz Ave
590,"September 4, 2021",16631,$0.00,1:08 PM,1:21 PM,Ninth St at Heinz Ave,Berkeley Civic Center
591,"September 4, 2021",16631,$0.00,11:26 AM,11:38 AM,Berkeley Civic Center,Ninth St at Heinz Ave
592,"September 3, 2021",81242,$0.00,1:18 PM,1:24 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
593,"September 3, 2021",13593,$0.00,9:18 AM,9:33 AM,Ninth St at Heinz Ave,Berkeley Civic Center
594,"September 3, 2021",12229,$0.00,7:20 AM,7:32 AM,Berkeley Civic Center,Ninth St at Parker St
595,"September 1, 2021",12980,$0.00,4:28 PM,4:34 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
596,"September 1, 2021",68154,$0.00,8:36 AM,8:51 AM,Ninth St at Heinz Ave,Berkeley Civic Center
597,"September 1, 2021",67936,$0.00,7:00 AM,7:11 AM,Berkeley Civic Center,Ninth St at Parker St
598,"August 31, 2021",80050,$0.00,1:48 PM,1:55 PM,Bancroft Way at College Ave,Berkeley Civic Center
599,"August 31, 2021",13579,$0.00,8:00 AM,8:09 AM,Berkeley Civic Center,Bancroft Way at College Ave
600,"August 30, 2021",78661,$0.00,7:32 PM,7:38 PM,Bancroft Way at College Ave,Berkeley Civic Center
601,"August 29, 2021",12372,$0.00,2:25 PM,2:41 PM,Ninth St at Heinz Ave,Berkeley Civic Center
602,"August 29, 2021",12372,$0.00,12:13 PM,12:24 PM,Berkeley Civic Center,Ninth St at Heinz Ave
603,"August 27, 2021",13593,$0.00,5:30 PM,5:38 PM,Bancroft Way at College Ave,Berkeley Civic Center
604,"August 27, 2021",67733,$0.00,9:14 AM,9:28 AM,Ninth St at Heinz Ave,Berkeley Civic Center
605,"August 27, 2021",68154,$0.00,6:55 AM,7:06 AM,Berkeley Civic Center,Ninth St at Heinz Ave
606,"August 26, 2021",12072,$0.00,1:36 PM,1:42 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
607,"August 25, 2021",80940,$0.00,10:25 AM,10:40 AM,Ninth St at Heinz Ave,Berkeley Civic Center
608,"August 25, 2021",16567,$0.00,8:33 AM,8:47 AM,Berkeley Civic Center,Ninth St at Parker St
609,"August 23, 2021",80144,$0.00,9:58 AM,10:14 AM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
610,"August 23, 2021",20151,$0.00,8:41 AM,8:51 AM,Berkeley Civic Center,Ninth St at Heinz Ave
611,"August 22, 2021",12885,$0.00,2:08 PM,2:25 PM,Ninth St at Heinz Ave,Berkeley Civic Center
612,"August 22, 2021",12885,$0.00,12:04 PM,12:16 PM,Berkeley Civic Center,Ninth St at Heinz Ave
613,"August 19, 2021",80785,$0.00,9:29 AM,9:45 AM,Ninth St at Heinz Ave,Berkeley Civic Center
614,"August 19, 2021",80785,$0.00,7:19 AM,7:29 AM,Berkeley Civic Center,Ninth St at Heinz Ave
615,"August 18, 2021",12856,$0.00,9:25 AM,9:30 AM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
616,"August 17, 2021",77809,$0.00,8:28 AM,8:46 AM,Ninth St at Heinz Ave,Berkeley Civic Center
617,"August 17, 2021",12583,$0.00,6:24 AM,6:39 AM,Berkeley Civic Center,Ninth St at Heinz Ave
618,"August 16, 2021",12594,$0.00,4:09 PM,4:16 PM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
619,"August 16, 2021",77717,$0.00,11:13 AM,11:18 AM,Bancroft Way at Telegraph Ave,Berkeley Civic Center
620,"August 15, 2021",78511,$0.00,12:28 PM,12:44 PM,Ninth St at Heinz Ave,Berkeley Civic Center
621,"August 15, 2021",77809,$0.00,10:28 AM,10:39 AM,Berkeley Civic Center,Ninth St at Heinz Ave
622,"August 14, 2021",77809,$0.00,11:38 AM,11:53 AM,Ninth St at Heinz Ave,Berkeley Civic Center
623,"August 14, 2021",78511,$0.00,10:00 AM,10:12 AM,Berkeley Civic Center,Ninth St at Heinz Ave
624,"August 14, 2021",12583,$0.00,9:57 AM,9:57 AM,Berkeley Civic Center,Berkeley Civic Center
625,"August 12, 2021",16617,$0.00,11:37 AM,11:53 AM,Ninth St at Heinz Ave,Berkeley Civic Center
626,"August 12, 2021",16617,$0.00,9:34 AM,9:46 AM,Berkeley Civic Center,Ninth St at Heinz Ave
627,"August 11, 2021",10927,$0.00,3:05 PM,3:20 PM,Ninth St at Heinz Ave,Berkeley Civic Center
628,"August 11, 2021",13821,$0.00,1:22 PM,1:36 PM,Berkeley Civic Center,Ninth St at Heinz Ave
629,"August 10, 2021",13821,$3.28,6:15 PM,6:29 PM,Ninth St at Heinz Ave,Berkeley Civic Center
630,"August 10, 2021",13821,$3.28,3:55 PM,4:07 PM,Berkeley Civic Center,Ninth St at Heinz Ave
631,"August 6, 2021",16567,$3.28,3:52 PM,4:07 PM,Ninth St at Heinz Ave,Berkeley Civic Center
632,"August 6, 2021",16567,$3.28,2:24 PM,2:33 PM,Berkeley Civic Center,Ninth St at Heinz Ave
633,"August 5, 2021",16549,$3.28,10:04 AM,10:18 AM,Ninth St at Heinz Ave,Berkeley Civic Center
634,"August 5, 2021",16549,$3.28,8:28 AM,8:41 AM,Berkeley Civic Center,Ninth St at Heinz Ave
635,"August 4, 2021",16567,$3.28,1:30 PM,1:44 PM,Ninth St at Heinz Ave,Berkeley Civic Center
636,"August 4, 2021",16567,$3.28,11:55 AM,12:06 PM,Berkeley Civic Center,Ninth St at Heinz Ave
637,"August 1, 2021",10718,$3.28,1:23 PM,1:39 PM,Ninth St at Heinz Ave,Berkeley Civic Center
638,"August 1, 2021",10718,$3.28,10:58 AM,11:10 AM,Berkeley Civic Center,Ninth St at Heinz Ave
639,"July 31, 2021",13441,$3.28,1:26 PM,1:55 PM,Berkeley Civic Center,MLK Jr Way at University Ave
640,"July 24, 2021",12213,$3.28,1:03 PM,1:23 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
641,"July 24, 2021",12213,$3.28,9:07 AM,9:34 AM,Berkeley Civic Center,Ninth St at Heinz Ave
642,"July 18, 2021",15141,$3.28,2:59 PM,3:19 PM,Ninth St at Heinz Ave,MLK Jr Way at University Ave
643,"July 16, 2021",12421,$3.28,3:52 PM,4:16 PM,55th St at Telegraph Ave,MLK Jr Way at University Ave
644,"July 16, 2021",67957,$3.28,2:37 PM,3:03 PM,MLK Jr Way at University Ave,55th St at Telegraph Ave
645,"May 14, 2021",77378,$3.28,11:50 AM,12:19 PM,55th St at Telegraph Ave,MLK Jr Way at University Ave